Target,Final Sentence,BLEU,ROUGE,METEOR,BERTScore
Four young males sitting in a circle talking.,Let's all sit in a circle and take turns talking about our day.,0.09535164820400535,0.45454545454545453,0.5859375,0.8919529318809509
"I quickly moved back, while still looking into the eyes of the stranger.",Keep your eye on the ball and carefully move your head to look at it while it's in the air.,0.01703000735087828,0.35294117647058826,0.22292993630573252,0.8722344636917114
My eye moves around looking for the bird.,I asked him to move his eye slightly to the left and look carefully at the spot I indicated.,0.01715966518643024,0.2962962962962963,0.24752475247524752,0.8882360458374023
The eyes move to look around.,Catch the moving ball with your eye before it leaves your field of vision.,0.016591439325163958,0.3,0.25641025641025644,0.8599873185157776
A woman looks at the camera and moves her eyes individually.,The eye moves to focus on the object before looking at it intently.,0.024869542143125947,0.41666666666666663,0.3494990892531876,0.8943939805030823
He looked at his watch and then out of the window.,Please look through the window and watch the sunset as it paints the sky with beautiful hues.,0.041065648702306674,0.35714285714285715,0.2380952380952381,0.8875818252563477
The young girl looks out the window to watch the snow fall.,"As I look through the window, I watch the raindrops form intricate patterns before falling to the ground.",0.046388791210307104,0.5333333333333333,0.3284671532846715,0.9073060750961304
The cat was looking out the window watching the people.,"While looking out the window, I can't help but watch the raindrops race down the glass.",0.14025775160081472,0.5185185185185185,0.4508739406779661,0.9008835554122925
Two people looking out the window watching radars.,Please look through the window and watch as the sun sets.,0.05284133043873052,0.4210526315789474,0.2688172043010753,0.907111644744873
The athlete performs stretches as they prepare to run.,"An athlete meticulously prepares for the marathon, ensuring every detail is in order before setting off to run the 26.2 mile course.",0.02983272055925956,0.3125,0.37402534113060426,0.9001394510269165
The athlete prepares to run the race.,"An athlete meticulously prepares for the marathon, ensuring each detail is in order, before beginning to run the grueling 26.2 miles.",0.06218567609994238,0.41379310344827586,0.5963010204081634,0.9020463824272156
The athlete is preparing to run the 1000 metre track race.,"The athlete meticulously prepares for the marathon, ensuring each detail is perfect, before putting on his running shoes and setting off at the starting line.",0.027415239110359608,0.3333333333333333,0.2573529411764706,0.8798569440841675
An athlete prepare to run.,"An athlete meticulously prepares herself for the upcoming marathon, carefully tuning her body and mind, before standing at the starting line, ready to run the 26.2-mile distance with determination and grit.",0.02663059335502267,0.2631578947368421,0.5742821473158551,0.8809379935264587
The hiker bought new gear to wear for the walk to the waterfall.,"While walking through the woods, ensure you wear the appropriate gear to protect yourself from the elements.",0.04089148102978526,0.4666666666666667,0.27586206896551724,0.9025291204452515
The hiker has lots of gear to wear while walking.,"While walking through the forest, make sure to wear the appropriate gear for the terrain to prevent any discomfort or injury.",0.03279352126461887,0.3870967741935483,0.3931080628972901,0.8979437351226807
A man wears a backpack with hiking gear as he walks to the trail.,"During the hike, make sure to wear the appropriate gear for walking on uneven terrain to ensure a comfortable journey.",0.01800704038900026,0.4117647058823529,0.25477707006369427,0.8833798170089722
A person wearing gear walking in the snow.,Remember to wear your sturdy hiking gear while you walk for hours on the rugged terrain.,0.019657135266881825,0.3333333333333333,0.25510204081632654,0.8907368183135986
The man on stage is giving a speech.,"The actor confidently gave his powerful speech to the captivated audience, keeping them on the edge of their seats during every moment on the stage.",0.015181762536152301,0.24242424242424243,0.27777777777777785,0.8834644556045532
The mayor is giving a speech on the stage.,The curtain opens to reveal the actor confidently giving his passionate speech from the stage.,0.09342132383024378,0.4166666666666667,0.48218029350104813,0.9045044183731079
The man gave a speech on the stage.,"As the curtain rose, the King confidently gave his annual speech to the eager audience on the grand stage.",0.04435867375363758,0.44444444444444436,0.6188725490196079,0.9121633172035217
A man on a stage giving a speech.,"The curtain rises, revealing the actors ready to give their passionate speeches on the stage.",0.019657135266881825,0.3478260869565218,0.25510204081632654,0.8965052962303162
A man rubs his hands with soap after using the bathrooom.,"After washing his hands with soap, he rubbed them together to ensure a thorough clean.",0.1513851459876605,0.5384615384615385,0.561875,0.8889954686164856
I will now rub the soap on my dirty hand.,"After dinner, rub your hands together to create a rich lather and wash them thoroughly with soap.",0.017910634987255415,0.22222222222222224,0.1694915254237288,0.8946680426597595
Rub the soap in your hand.,"After washing his hands thoroughly with soap, he lovingly rubbed them together to feel the suds disappear.",0.017910634987255415,0.3478260869565218,0.3048780487804878,0.8713427186012268
The person uses soap to rub vigorously the hands.,Rub your hands together to create a lather with the soap before rinsing them off.,0.02349976050271008,0.4166666666666667,0.28301886792452824,0.8745719194412231
A girl waved her hand in front of the man.,Reach your hand to the front and wave it excitedly to greet the arriving guests.,0.022224701309022314,0.32,0.21739130434782608,0.8897084593772888
front hand always used to bet the wave,"At the beach, I extend my hand out to the front and wave it gently in the wind.",0.019497143906920172,0.3846153846153846,0.27173913043478265,0.8551522493362427
The men in front waved hands.,Reach out your hand towards the oncoming friend and wave it enthusiastically from the front.,0.018688671660841403,0.3809523809523809,0.31645569620253167,0.8779224753379822
kids waving hands in front of a cake .,Reach your hand out the front window and wave to the waving crowd.,0.023143716762037445,0.2857142857142857,0.21052631578947367,0.8657428622245789
"David had to mow the lawn by 12:00pm, and there are a yard to finish.",I plan to mow the yard this afternoon to ensure a beautiful and lush lawn.,0.09712374651766728,0.5161290322580646,0.40726130469720206,0.8940971493721008
The man is mowing the lawn in a yard.,I plan to mow the yard this afternoon to ensure our lawn looks beautiful for the upcoming neighborhood barbeque.,0.01843926024949715,0.35714285714285715,0.2727272727272727,0.8842055201530457
Create pottery with a wheel and clay.,"In the quiet studio, an artist intently creates intricate pottery sculptures, deftly molding the clay into desired shapes with the steady turning of the wheel.",0.014728548602378242,0.3125,0.30000000000000004,0.8835023045539856
I create pottery on a wheel.,I create unique and beautiful pottery pieces by shaping and molding the clay on a potter's wheel.,0.05593064805705114,0.5,0.7740169238427078,0.9389110207557678
A pottery wheel can be used to create bowls.,"In the quiet pottery studio, an artist creates intricate designs on the clay, shaping it using the wheel and her skilled hands.",0.014246577419417615,0.2580645161290322,0.21739130434782608,0.8935756087303162
A man is using a wheel to create pottery.,"Artisans create beautiful pottery on their wheels, shaping and molding the clay into mesmerizing pieces.",0.019657135266881825,0.25,0.18691588785046728,0.9131509065628052
The sofa will sit in the living room and will hold visitors who visit.,Please hold my coffee while I sit on the sofa for a moment.,0.024483542668859604,0.29629629629629634,0.16778523489932884,0.8800178170204163
Sit on the sofa and hold a pose.,Please hold onto the edge of the sofa while I help you sit down more comfortably.,0.04094492580924107,0.3333333333333333,0.3795918367346939,0.9027283191680908
A man holds a remote control while sitting on a sofa.,Please hold my coat as I sit down on the sofa.,0.05284133043873052,0.36363636363636365,0.35532407407407407,0.8969911336898804
A man sitting on a sofa holding a baby.,Please hold my drink while I sit on the sofa and allow me to rest for a moment.,0.01924622981717139,0.3703703703703704,0.3911824668705402,0.8910896182060242
the man sat down holding the newspaper.,"While holding the newspaper, you suddenly remember an important piece of news and decide to sit down to read it carefully.",0.06197642900462529,0.2857142857142857,0.4694736842105263,0.8921586275100708
The man was holding a newspaper as he sat in a chair.,Please hold for a moment while I find a comfortable seat and read the latest news from the newspaper.,0.01843926024949715,0.3225806451612903,0.21897810218978103,0.878584623336792
The man held a newspaper while looking for a place to sit.,"While holding the newspaper tightly, he finally finds a quiet spot to sit down and read the latest news.",0.035639019120366655,0.3870967741935484,0.4574275362318841,0.9031400084495544
A man sitting on a bus is holding a newspaper.,Please hold on for a moment while I find a comfortable seat and finish reading the latest news from the newspaper.,0.03415317583358608,0.3225806451612903,0.39635688986338335,0.8592575192451477
The girl sits as she looks in the mirror while styling her hair.,"As she sat down, she carefully looked at her hair in the mirror.",0.11478444221317999,0.6153846153846154,0.5875886524822695,0.9159126281738281
When you sit in front of the mirror you can look at your hair.,"As she sat by the lake, she looked at her reflection in the calm water, running her fingers through her wet hair.",0.030392167350542645,0.2777777777777778,0.35778061224489793,0.8916808366775513
hair look sit on the top,"While sitting in the mirror, she meticulously looked after her long hair, brushing every strand smoothly.",0.01618408566040857,0.36363636363636365,0.273972602739726,0.8360885977745056
A girl with hair sits at a table looking around.,"She sat comfortably in the chair, idly looking at her reflection in the mirror, running her fingers through her unruly hair.",0.015838650460592955,0.19354838709677416,0.2032520325203252,0.8808912634849548
use the equipment to climb the mountain,"Adventurers, equipped with ropes and crampons, embark on the challenging climb up the rugged mountain.",0.020136065387563098,0.4545454545454545,0.308641975308642,0.8858276009559631
The man uses climbing equipment to scale the mountain.,Adventurers prepare their climbing equipment for an arduous mountain ascent.,0.061729293904138435,0.3157894736842105,0.31250000000000006,0.9284588098526001
Got to have the right equipment to climb the mountain.,"Preparing for the arduous mountain climb, I ensure all my essential equipment is securely fastened to my backpack.",0.020406395930767336,0.35714285714285715,0.25210084033613445,0.8852132558822632
A man without equipment is climbing a mountain.,"With the right equipment, conquering the mountain is a worthy climb.",0.02799946799246989,0.5263157894736842,0.3191489361702128,0.9048964381217957
The kid wanted to sit in the empty space and stare at the wall.,"As I sit in the dark observatory, I stare into the infinite expanse of space, lost in its mysteries.",0.07046149578755932,0.36363636363636365,0.22292993630573252,0.8986019492149353
I sit on the ground and stare off into space.,"As she sat gazing intently into the infinite expanse of space, her gaze was returned by a twinkling star.",0.017703659019514106,0.20689655172413793,0.25,0.8855018615722656
The boy went to sit by the window at night to stare outside into space.,"In the quiet expanse of space, you find yourself lost in a deep stare as you sit, contemplating the mysteries of the universe.",0.01566678404488472,0.26315789473684204,0.1764705882352941,0.8734267950057983
Someone sits staring miserably into space.,"As she sat in the vastness of space, her gaze fixed on a distant star, she couldn't help but feel small yet significant in the grand cosmic scheme.",0.010479097231107725,0.05714285714285715,0.2105263157894737,0.8596391081809998
I didn't mean to kick the ball into the goalie's head.,"During the soccer match, the referee pointed to the spot and ordered the head of Team A's tallest player to place the ball at the penalty mark before delivering a powerful kick.",0.025185660208288427,0.30434782608695654,0.3304541925465838,0.8726723194122314
"The girl kicked the ball to try to get it into the goal, but instead it hit her friend's head.",The soccer player confidently lifted his head to spot the opponent's ball in mid-air before executing a powerful kick.,0.01851233365914895,0.3333333333333333,0.17543859649122803,0.8864195942878723
A player kicks a ball over a guy's head.,"During the soccer game, the head of the referee swung back to kick the ball away from an angry player.",0.01703000735087828,0.26666666666666666,0.2066115702479339,0.8952208161354065
The female dancer wears a pretty costume on the stage.,"As the spotlight illuminated the empty stage, the dancer gracefully twirled, her vibrant costume billowing behind her.",0.019497143906920172,0.37037037037037035,0.29411764705882354,0.8863301277160645
A dancer wears a costume on stage.,The spotlight illuminates the stage as the confident dancer twirls in her shimmering costume.,0.023463838512937193,0.2857142857142857,0.28735632183908044,0.9030166268348694
The dancer wears a costume when she performs on stage.,"During the performance, the spotlight illuminated the stage as the dancer gracefully twirled, her colorful costume shimmering in the beam of light.",0.015308943726302393,0.3125,0.282258064516129,0.8926724195480347
Music plays while dancers in costume perform on stage.,"As the curtain rose on the dimly lit stage, the dancer gracefully pirouetted in a shimmering, sequined costume.",0.018719340304984573,0.3703703703703704,0.3153153153153153,0.8777979016304016
A girl was standing with her hands in her pocket.,"While standing at the bus stop, I reached into my pocket to check if I still had the handwritten ticket.",0.015848207591271795,0.13333333333333333,0.1652892561983471,0.8801622986793518
"When I stand around, I have my hand in my pocket.","After finding the note in his pocket, he stood up to shake hands with the mysterious stranger.",0.01924622981717139,0.21428571428571427,0.22058823529411764,0.8878787159919739
The boy has his hands in his pocket as he stands at he bus stop.,Please place your hand in your pocket and stand still while I check the contents.,0.020682415030268957,0.3333333333333333,0.2997448979591837,0.8790882229804993
"Standing, someone 's hand reaches into his pocket.","He reached into his pocket, pulled out a crumpled note, and stood at the bus stop, ready to hand it to the driver.",0.05535599325086706,0.3225806451612903,0.6002938034188035,0.8593623042106628
The cat is sitting on the floor.,The cat sits on the floor.,0.42383656282787796,0.923076923076923,0.8757427021441488,0.984502911567688
The woman watched the cat sit on the floor.,The cat sits on the floor.,0.29640095400745814,0.8,0.7205975173574584,0.9594462513923645
A cat will like to sit on a warm floor.,"While I watch, the cat sits gracefully on the floor.",0.05678170484701192,0.4000000000000001,0.33513513513513515,0.8988737463951111
a cat sits on the floor,The cat sits calmly on the floor.,0.20757840628873095,0.7692307692307692,0.7806451612903227,0.9720516204833984
A girl sat on the couch with her arms stretched towards the ceiling.,"After a long day, sit comfortably on the mat and stretch your arms overhead, releasing any tension.",0.035247858975832255,0.33333333333333337,0.2054794520547945,0.8856837153434753
The man is sitting and stretching his arm.,"While sitting on the mat, gently stretch out both arms behind you.",0.020912708837155788,0.4,0.26315789473684215,0.890243411064148
She woke up sit and stretched her arms above her head.,Sit on the mat and stretch your arms out in front of you.,0.023143716762037445,0.33333333333333337,0.30491803278688523,0.8795392513275146
woman stretching her left arm sitting in the bed free photo,"While sitting comfortably on the floor, gently stretch your arms out to the sides before resting them back on your legs.",0.013799538209678584,0.25,0.16393442622950818,0.8590559363365173
He looks at the clock while lying in bed.,"I looked at the deceptive image of a man in bed, only to realize he was actually lying on the beach.",0.040816979448766555,0.4666666666666666,0.5586283185840708,0.9072751998901367
It was scary for the girl to lie on the bed without taking a look under it.,"Although I swear I didn't touch a thing when you left the room, the mischievous cat was obviously lying on the bed when you looked away.",0.05362644919877827,0.3636363636363636,0.4013961605584643,0.8597679138183594
"Exhausted, she looks forward to lying down in bed for the night.","Although she looked pale and weak, she lied comfortably in her bed, pretending to be asleep, but her exhausted eyes betrayed the truth.",0.030823203537148958,0.4571428571428571,0.32679738562091504,0.8779411911964417
good looking family lying on a bed,"While I look at you sleeping peacefully in your bed, I am actually lying about my true intentions.",0.01550550784373247,0.24,0.18072289156626506,0.8726198673248291
a girl stands in front of the wall watching it,"As I stand before the wall, the ticking watch keeps me aware of the passing time.",0.04298075095376599,0.38461538461538464,0.3948045267489712,0.892349362373352
People are standing by a wall watching them.,"While standing in front of the wall, I check the time on my watch.",0.020682415030268957,0.2727272727272727,0.20618556701030927,0.9002241492271423
A child eats a meal her mother prepares.,"After preparing the meal, we all sit down to eat.",0.02383765064930276,0.33333333333333326,0.21505376344086022,0.8761505484580994
The chef prepared a meal for the customer to eat.,"Before enjoying a hearty meal, it's essential to carefully prepare the ingredients to ensure an enjoyable eating experience.",0.018719340304984573,0.41379310344827586,0.2916666666666667,0.8830435872077942
People preparing to eat a meal.,"Before enjoying a meal, make sure to properly prepare the ingredients by chopping, sautéing, and heating them to ensure a delicious and satisfying eat.",0.027415239110359608,0.3225806451612903,0.32967032967032966,0.8613503575325012
She is to bounce the ball a hundred times I 2 minutes.,"As the ball hits the ground and bounces back up, every second feels like an eternity before it lands in my hand again.",0.026748503191801554,0.1714285714285714,0.176056338028169,0.8551681637763977
It takes time to learn how to bounce a ball,"The ball bounces back up, adding another second to the time it takes to make it across the room.",0.018719340304984573,0.48275862068965514,0.3153153153153153,0.8740028738975525
The ball bounces multiple times.,"The ball bounces back repeatedly, stealing precious time as I patiently wait for it to come to a full stop.",0.061262165774632255,0.32000000000000006,0.5868421052631579,0.9056282043457031
Someone bounces the ball in time to the banging.,"The ball bounces back with surprising vigor, reclaiming lost time as it rolls away from my feet.",0.01924622981717139,0.30769230769230765,0.2293577981651376,0.871457576751709
The sister cut some hair to style it for prom.,"After carefully considering her new look, she asked the stylist to cut her hair in a trendy style.",0.019497143906920172,0.35714285714285715,0.25210084033613445,0.8913581967353821
The barber cut and styled the boy's hair.,"She asked the barber to cut her hair in a stylish new way, ensuring every strand received the perfect trim.",0.01800704038900026,0.3448275862068966,0.4282069970845481,0.9033201336860657
Woman getting her hair styled and cut.,She requested a daring bob cut with layered edges for a sleek and stylish new look.,0.019657135266881825,0.17391304347826086,0.1685393258426966,0.8795631527900696
The children walk with their dog on a leash down the street.,"While holding the end of her dog's leash, she casually walks down the busy street with her beloved pet by her side.",0.033059302078821136,0.4571428571428571,0.41123282907320474,0.9161351919174194
I grabbed the leash to walk my dog across the street.,"While walking on the bustling street, I tightly hold the leash of my excited dog, trying to keep him from pulling me towards various distractions.",0.03175485721933885,0.5,0.3676470588235294,0.9026480317115784
a man walks two dogs on leashes down the street,"While taking a leisurely walk along the busy street, I keep a firm grip on my pet's leash to ensure we both stay safe.",0.014358024528444816,0.34285714285714286,0.25641025641025644,0.8831799030303955
A kid slides into the pool.,"While the kid splashes excitedly in the pool, his mother slides toys towards him for added fun.",0.03906947081246992,0.3478260869565218,0.45365853658536587,0.9152368903160095
The kid slide in the pool,"While the kid happily dips his toes in the pool, Mom slides a picture-perfect moment onto the family scrapbook page.",0.061262165774632255,0.4444444444444445,0.3947368421052631,0.8864583373069763
The kid slid into the pool.,A kid excitedly slides into the pool.,0.3655552228545123,0.6153846153846153,0.6816901408450705,0.967394232749939
A kid is about to ride the slide into the pool.,"While the kid happily slid into the pool, splashing water everywhere, I watched from the side, enjoying the simple joy it brought him.",0.05535599325086706,0.29411764705882354,0.35525321239606955,0.8907314538955688
wash your hand and stand by the wall,"Although stabilizing himself with one hand, Andy managed to stand tall and wash the dishes with the other.",0.019497143906920172,0.3846153846153846,0.27173913043478265,0.864660382270813
The kitchen porter stands by the sink as he washes the dishes by hand.,Please stand with one hand extended and wash it thoroughly under the running water.,0.02183556213332633,0.2857142857142857,0.16666666666666666,0.8571212291717529
The man had to stand in front of the sink to wash his hands,"Please stand by the sink with your hand, and wash it thoroughly.",0.049070511103326775,0.3846153846153846,0.26571428571428574,0.8952781558036804
The woman stands up and washes her hands.,"You must stand at the sink, with one hand under the faucet, to effectively wash the other hand.",0.012518377344512808,0.30769230769230765,0.36470588235294116,0.8787693381309509
The teenagers sprayed graffiti on the wall.,"A can of spray paint hisses as the artist presses it against the wall, creating a vibrant graffiti masterpiece.",0.03370530328619052,0.3846153846153846,0.45848267622461175,0.8995096683502197
The boys spray graffiti on a wall.,A can of spray paint hisses as the artist skillfully covers the wall with intricate graffiti designs.,0.020136065387563098,0.4166666666666667,0.3333333333333333,0.8901640176773071
graffiti sprayed on the wall,A can of spray paint hisses as the artist skillfully covers the wall with intricate graffiti designs.,0.03614235940193449,0.3636363636363636,0.5009920634920636,0.8793482184410095
A car was parked on the side of the street.,"While parked on the side of the street, I watched as a red car drove past me.",0.32825185297291753,0.6666666666666667,0.8203389830508474,0.9336166381835938
The car drove down the side street.,"A car turns the corner on the busy street, its tires screeching slightly as it moves onto the quieter side of the road.",0.016187237169820855,0.3333333333333333,0.30927835051546393,0.9091681241989136
A car is parked on a side street.,"A car carefully navigates the sharp turn on the side street, its tires crunching against the cracked pavement.",0.046388791210307104,0.3846153846153846,0.4221672167216721,0.9031454920768738
cars parked both side od a street,A red car parked on the side of the street caught my attention.,0.023143716762037445,0.5,0.4831168831168831,0.8717599511146545
I took my dog for a ride to the park so we could walk.,"While walking my dog, I unexpectedly had to ride a bus when a heavy downpour started.",0.04466945939898774,0.4666666666666667,0.34773284313725494,0.8881717920303345
A dog is playing while his owner is walking next to a woman riding a bike,"While walking in the park, I notice my dog eagerly awaiting for me to throw a stick, then I hop on my bike to ride over and retrieve it for him.",0.01252676428658384,0.2978723404255319,0.19662921348314608,0.8761712908744812
walk the dog like a ride at the park,"While taking a leisurely walk through the park, you come across a man riding a bike with his dog in a basket at the front.",0.03665517295355458,0.47058823529411764,0.49262152777777773,0.8457574844360352
woman riding bike whilst walking the dog,"While walking my dog along the park, I decide to hop on a bike and ride the rest of the way home.",0.015838650460592955,0.3448275862068965,0.2873563218390805,0.8870484232902527
the woman rides through the woods on a trail.,"After a thrilling ride, we dismounted our bikes and explored an abandoned, overgrown wood trail.",0.03614235940193449,0.33333333333333337,0.3444444444444445,0.8918200731277466
The boy rides his bike down a trail filled with wood trees.,"After hours of preparation, we hopped onto our mountain bikes, ready to conquer the challenging wooded trail ahead.",0.014886943406383508,0.26666666666666666,0.18115942028985507,0.8878963589668274
A boy rides his bike on a trail in the woods.,You can ride through the beautiful wooded trails on a vintage horseback or mountain bike.,0.04579911341208652,0.5384615384615385,0.42905745967741943,0.9010883569717407
A mountain biker rides a trail through the woods.,"After an exhilarating ride through the forests, we reached the end of the wooded trail.",0.04094492580924107,0.4166666666666667,0.3984942886812045,0.8946326375007629
The knife cut into the wood chopping board,"Carefully, I use a sharp knife to cut intricate designs into the soft wooden surface.",0.04094492580924107,0.3478260869565218,0.3546348314606742,0.8953348994255066
The cook uses a wood cutting board to cut the meat with her knife.,"Using a sharp knife, carefully carve intricate designs into the wooden board.",0.024483542668859604,0.3846153846153846,0.2861670395227443,0.8862473368644714
